,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,PM10,PM2.5,RH,SO2
2460,29.0,1.8,0.39,0.14,0.5,9.4,10.0,57.0,56.0,67.0,3.4
2461,29.0,1.7,0.3,0.06,0.4,6.4,6.8,54.0,50.8,67.0,3.0
2462,29.0,1.7,0.26,0.05,0.5,5.7,6.1,58.0,52.1,67.0,2.8
2463,28.0,1.7,0.26,0.04,0.7,6.0,6.6,59.0,41.7,71.0,2.5
2464,27.0,1.7,0.27,0.05,0.3,6.1,6.3,57.0,45.6,74.0,2.3
2465,26.0,1.7,0.32,0.07,0.2,7.5,7.7,56.0,44.3,75.0,2.1
2466,26.0,1.7,0.34,0.09,0.2,8.6,8.8,57.0,52.1,78.0,2.3
2467,26.0,1.7,0.42,0.23,0.4,11.0,12.0,60.0,57.3,78.0,2.3
2468,26.0,1.8,0.54,0.22,0.4,18.0,19.0,72.0,69.0,79.0,2.8
2469,25.0,1.9,0.41,0.21,0.3,11.0,12.0,76.0,76.8,82.0,2.3
2470,25.0,1.9,0.4,0.18,0.4,9.8,10.0,76.0,74.2,84.0,2.3
2471,25.0,1.9,0.45,0.39,0.4,12.0,12.0,72.0,65.1,87.0,2.4
2472,25.0,2.0,0.54,0.45,0.4,22.0,23.0,70.0,56.0,90.0,1.4
2473,25.0,1.8,0.41,0.42,0.5,14.0,14.0,69.0,61.2,89.0,4.7
2474,25.0,1.9,0.39,0.31,0.6,13.0,13.0,60.0,57.3,87.0,5.3
2475,25.0,1.9,0.37,0.23,0.2,12.0,12.0,51.0,56.0,87.0,5.1
2476,25.0,1.8,0.3,0.2,-0.1,8.6,8.5,44.0,45.6,85.0,4.9
2477,24.0,1.7,0.32,0.17,0.1,5.6,5.7,38.0,41.7,83.0,3.4
2478,25.0,1.7,0.3,0.19,1.1,9.5,11.0,36.0,39.1,80.0,3.6
2479,26.0,1.7,0.66,0.36,5.0,16.0,21.0,29.0,31.3,73.0,4.6
2480,28.0,1.7,0.56,0.39,7.0,17.0,24.0,35.0,33.9,64.0,5.8
2481,29.0,1.7,0.36,0.47,5.9,14.0,20.0,33.0,33.9,63.0,6.8
2482,29.0,1.7,0.34,0.37,3.1,14.0,17.0,47.0,31.3,67.0,6.6
2483,28.0,1.7,0.41,0.91,7.5,23.0,31.0,43.0,32.6,76.0,7.4
2484,28.0,1.6,0.29,0.24,3.1,9.8,13.0,48.0,26.1,73.0,4.9
2485,27.0,1.7,0.32,0.83,5.2,18.0,23.0,45.0,33.9,79.0,7.6
2486,25.0,1.7,0.27,0.09,0.4,4.7,5.1,43.0,22.2,88.0,2.8
2487,25.0,1.7,0.38,0.09,-0.1,6.0,5.9,47.0,23.5,87.0,2.8
2488,25.0,1.7,0.51,0.49,0.6,17.0,18.0,45.0,19.6,85.0,3.7
2489,25.0,1.8,0.82,0.41,0.3,20.0,20.0,53.0,31.3,82.0,3.0
2490,25.0,1.8,0.9,0.68,2.3,33.0,36.0,52.0,37.8,85.0,4.4
2491,24.0,1.8,0.72,0.59,1.4,26.0,27.0,56.0,48.2,87.0,5.1
2492,24.0,1.8,0.72,0.68,0.7,21.0,22.0,58.0,48.2,85.0,4.9
2493,25.0,1.8,0.68,0.73,0.5,22.0,22.0,58.0,48.2,84.0,5.4
2494,25.0,1.8,0.78,0.78,0.4,24.0,24.0,59.0,46.9,82.0,5.4
2495,24.0,1.8,0.59,0.54,0.4,18.0,19.0,52.0,50.8,85.0,5.0
2496,24.0,1.9,0.54,0.45,0.1,13.0,14.0,53.0,50.8,86.0,4.9
2497,24.0,1.9,0.53,0.43,-0.2,14.0,13.0,44.0,41.7,88.0,2.3
2498,24.0,1.9,0.42,0.23,0.4,10.0,11.0,46.0,44.3,89.0,1.5
2499,23.0,1.9,0.45,0.18,-0.4,9.9,9.5,33.0,41.7,91.0,1.3
2500,23.0,1.7,0.36,0.12,-0.1,5.8,5.7,35.0,37.8,91.0,1.0
2501,23.0,1.7,0.37,0.13,-0.4,4.8,4.4,35.0,36.5,89.0,1.1
2502,23.0,1.7,0.46,0.26,0.3,14.0,14.0,42.0,33.9,87.0,2.3
2503,24.0,1.7,0.88,0.39,4.4,25.0,29.0,47.0,37.8,81.0,3.4
2504,27.0,1.7,0.96,0.64,7.6,28.0,36.0,48.0,41.7,72.0,5.8
2505,28.0,1.7,0.6,0.65,5.1,23.0,28.0,54.0,46.9,67.0,4.1
2506,29.0,1.7,0.57,0.79,5.1,25.0,30.0,45.8,43.65,67.0,5.9
2507,30.0,1.7,0.45,0.57,2.5,19.0,21.0,46.33,39.919,67.0,4.4
2508,29.0,1.7,0.46,0.37,3.5,17.0,20.0,46.0,15.7,72.0,4.2
2509,28.0,1.7,0.45,0.83,3.0,23.0,26.0,45.0,22.2,75.0,5.7
2510,27.0,1.8,0.51,0.81,8.6,24.0,33.0,49.0,22.2,80.0,5.4
2511,28.0,1.7,0.5,0.81,7.6,26.0,34.0,58.0,28.7,79.0,6.7
2512,28.0,1.7,0.56,1.06,7.1,27.0,34.0,62.0,31.3,79.0,6.3
2513,26.0,1.7,0.4,0.23,0.8,11.0,12.0,52.0,28.7,88.0,1.6
2514,24.0,1.7,0.39,0.09,-0.1,8.5,8.5,37.0,22.2,90.0,0.9
2515,23.0,1.8,0.42,0.21,0.4,11.0,12.0,23.0,10.5,91.0,1.2
2516,23.0,1.8,0.51,0.29,0.3,14.0,15.0,22.0,11.8,91.0,1.2
2517,24.0,1.7,0.47,0.55,0.0,13.0,13.0,21.0,18.3,90.0,2.2
2518,24.0,1.8,0.48,0.53,0.0,16.0,16.0,21.0,17.0,89.0,2.5
2519,24.0,1.7,0.43,0.28,0.1,9.7,9.7,18.0,17.0,87.0,1.4
2520,24.0,1.7,0.36,0.28,-0.4,7.7,7.3,24.0,5.3,88.0,1.5
2521,24.0,1.7,0.29,0.25,-0.4,5.7,5.4,23.0,5.3,90.0,1.8
2522,24.0,1.7,0.28,0.04,-0.2,3.5,3.2,23.0,10.5,91.0,1.4
2523,23.0,1.7,0.29,0.07,0.5,2.6,3.1,19.0,10.5,91.0,1.3
2524,23.0,1.7,0.34,0.16,0.3,3.9,4.2,21.0,22.2,92.0,1.4
2525,23.0,1.7,0.37,0.09,0.2,3.4,3.6,26.0,19.6,91.0,1.5
2526,24.0,1.7,0.39,0.09,0.3,7.7,8.1,28.0,24.8,90.0,1.9
2527,24.0,1.7,0.73,0.29,3.5,16.0,19.0,25.0,24.8,89.0,3.3
2528,25.0,1.7,0.88,0.58,8.1,24.0,32.0,31.0,26.1,85.0,5.1
2529,26.0,1.7,0.51,0.5,5.1,15.0,20.0,32.0,33.9,79.0,3.5
2530,28.0,1.7,0.37,0.47,6.1,14.0,20.0,41.0,28.7,73.0,4.3
2531,29.0,1.7,0.44,0.48,4.6,18.0,22.0,25.0,26.1,75.0,5.7
2532,28.0,1.7,0.33,0.1,1.4,7.0,8.3,26.0,22.2,80.0,2.2
2533,28.0,1.6,0.23,0.05,1.3,4.3,5.5,33.0,28.7,80.0,2.3
2534,28.0,1.6,0.21,0.05,1.2,4.4,5.6,27.0,19.6,82.0,2.3
2535,27.0,1.8,0.31,0.16,0.9,7.8,8.7,27.0,13.1,84.0,1.7
2536,26.0,1.8,0.4,0.18,2.6,16.0,19.0,38.0,19.6,84.0,1.8
2537,26.0,1.9,0.55,0.24,2.1,23.0,25.0,46.0,36.5,84.0,3.4
2538,25.0,1.8,0.44,0.19,1.2,15.0,17.0,47.0,32.6,86.0,2.2
2539,23.0,1.8,0.32,0.09,0.4,9.8,10.0,42.0,33.38,87.0,2.0
2540,23.0,1.8,0.41,0.12,0.3,13.0,13.0,50.0,36.89,88.0,3.5
2541,23.0,1.9,0.46,0.15,0.5,15.0,16.0,44.0,39.62,88.0,2.5
2542,23.0,2.0,0.5,0.21,1.3,23.0,25.0,53.0,33.9,89.0,3.1
2543,23.0,2.0,0.6,0.46,2.4,26.0,28.0,51.0,36.5,90.0,4.5
2544,23.0,2.0,0.59,0.93,8.0,23.0,31.0,63.0,36.5,90.0,4.4
2545,23.0,2.0,0.5,0.76,4.7,17.0,22.0,61.0,36.5,90.0,2.8
2546,23.0,1.9,0.45,0.92,8.7,15.0,24.0,52.0,27.4,90.0,4.9
2547,23.0,1.8,0.41,0.46,3.9,12.0,15.0,46.0,18.3,90.0,4.8
2548,23.0,2.0,0.36,0.22,5.7,9.6,15.0,38.0,18.3,90.0,2.2
2549,22.0,2.0,0.4,0.22,7.9,12.0,19.0,40.0,18.3,91.0,2.5
2550,23.0,2.0,0.5,0.35,11.0,10.0,21.0,44.0,26.1,90.0,3.2
2551,25.0,1.7,0.56,0.3,13.0,11.0,25.0,49.0,33.9,85.0,6.3
2552,27.0,1.7,0.59,0.37,9.6,12.0,22.0,48.0,32.6,75.0,6.4
2553,29.0,1.6,0.39,0.35,4.9,10.0,15.0,43.0,24.8,67.0,4.5
2554,30.0,1.6,0.31,0.16,5.8,9.7,15.0,38.0,13.1,64.0,7.6
2555,31.0,1.6,0.26,0.17,3.5,4.0,7.4,33.0,18.3,58.0,3.6
2556,32.0,1.6,0.27,0.05,5.6,6.0,12.0,26.0,18.3,56.0,6.3
2557,32.0,1.6,0.21,0.04,0.8,0.7,1.5,28.0,23.5,57.0,1.4
2558,32.0,1.6,0.23,0.04,0.8,1.2,2.0,22.0,15.7,57.0,1.5
2559,32.0,1.6,0.24,0.09,2.0,3.6,5.5,24.0,24.8,52.0,3.1
2560,32.0,1.6,0.25,0.11,2.6,5.0,7.7,19.0,18.3,55.0,4.1
2561,31.0,1.6,0.37,0.13,2.9,7.7,11.0,26.0,26.1,56.0,3.6
2562,30.0,1.6,0.51,0.29,1.9,13.0,15.0,25.0,28.7,58.0,4.1
2563,30.0,1.7,0.77,0.31,2.6,16.0,19.0,31.0,26.1,60.0,1.9
2564,29.0,1.7,0.78,0.3,8.2,18.0,26.0,28.0,28.7,64.0,2.6
2565,29.0,1.8,1.0,0.45,20.0,24.0,44.0,31.0,31.3,66.0,3.2
2566,28.0,2.0,0.87,0.49,23.0,18.0,40.0,30.0,31.3,71.0,3.8
2567,27.0,2.0,0.66,0.42,19.0,17.0,35.0,38.0,31.3,74.0,4.2
2568,27.0,2.1,0.52,0.39,13.0,15.0,28.0,38.0,19.6,77.0,2.5
2569,26.0,2.0,0.41,0.35,8.0,13.0,21.0,40.0,28.7,78.0,2.9
2570,26.0,2.0,0.37,0.37,2.9,11.0,14.0,43.0,23.5,79.0,2.5
2571,26.0,2.0,0.36,0.44,5.8,10.0,16.0,44.0,18.3,80.0,2.2
2572,25.0,2.1,0.32,0.57,8.3,9.7,18.0,45.0,23.5,80.0,2.1
2573,25.0,1.9,0.3,0.37,5.9,8.5,14.0,38.0,26.1,78.0,2.1
2574,25.0,1.9,0.37,0.32,8.4,8.6,17.0,37.0,32.6,76.0,2.1
2575,27.0,1.8,0.41,0.24,10.0,9.3,20.0,32.0,22.2,71.0,2.2
2576,29.0,1.7,0.29,0.11,4.7,5.8,10.0,32.0,27.4,68.0,1.9
2577,30.0,1.7,0.24,0.07,2.0,3.5,5.5,28.0,28.7,67.0,1.7
2578,30.0,1.6,0.22,0.05,1.3,1.7,2.9,32.0,27.4,65.0,1.5
2579,31.0,1.6,0.2,0.03,1.1,1.3,2.3,31.0,24.8,62.0,1.9
2580,32.0,1.6,0.19,0.03,1.3,1.6,2.9,28.0,22.2,61.0,2.3
2581,32.0,1.6,0.16,0.01,1.3,0.4,1.7,24.0,26.1,61.0,2.0
2582,32.0,1.6,0.18,0.02,1.1,-0.3,0.8,22.0,22.2,59.0,1.3
2583,31.0,1.6,0.17,0.01,1.1,-0.3,0.8,26.0,22.2,64.0,1.0
2584,31.0,1.6,0.16,0.02,1.2,0.2,1.4,25.0,24.8,65.0,1.5
2585,30.0,1.6,0.21,0.05,0.9,2.2,3.1,26.0,22.2,69.0,2.1
2586,29.0,1.6,0.26,0.06,0.8,4.2,4.9,23.0,17.0,74.0,1.5
2587,29.0,1.6,0.27,0.06,0.8,4.6,5.4,27.0,11.8,77.0,1.6
2588,28.0,1.6,0.28,0.07,0.8,6.4,7.2,27.0,11.8,77.0,1.8
2589,28.0,1.7,0.31,0.1,1.1,8.9,10.0,33.0,23.5,78.0,2.4
2590,28.0,1.8,0.45,0.2,2.0,13.0,15.0,36.0,28.7,81.0,2.6
2591,28.0,1.7,0.29,0.13,1.3,8.2,9.5,33.0,27.4,81.0,2.7
2592,27.0,2.1,0.49,0.21,12.0,13.0,24.0,38.0,24.8,83.0,2.3
2593,27.0,2.1,0.38,0.26,6.7,12.0,19.0,35.0,28.7,84.0,2.0
2594,26.0,2.0,0.31,0.17,1.7,10.0,12.0,40.0,26.1,84.0,2.0
2595,26.0,1.9,0.27,0.16,1.5,7.7,9.1,38.0,23.5,85.0,1.4
2596,26.0,1.8,0.38,0.16,0.9,7.9,8.8,40.0,26.1,84.0,1.7
2597,26.0,1.7,0.28,0.11,0.7,7.5,8.2,40.0,30.0,81.0,2.5
2598,25.0,1.7,0.22,0.03,0.5,3.8,4.3,35.0,27.4,81.0,1.2
2599,24.0,1.7,0.44,0.07,1.1,8.0,9.1,24.0,18.3,89.0,1.3
2600,23.0,1.8,0.52,0.09,1.0,9.7,11.0,18.0,19.6,88.0,2.3
2601,25.0,1.7,0.45,0.12,1.8,8.5,10.0,17.0,14.4,76.0,1.5
2602,28.0,1.7,0.4,0.08,1.3,5.5,6.7,24.0,7.9,65.0,1.8
2603,29.0,1.7,0.37,0.06,0.8,4.5,5.3,19.0,9.2,60.0,2.0
2604,31.0,1.7,0.33,0.04,0.5,2.8,3.3,21.0,11.8,56.0,1.2
2605,32.0,1.6,0.27,0.03,0.3,1.6,1.9,12.0,14.4,52.0,1.2
2606,31.0,1.7,0.32,0.04,0.1,2.1,2.2,19.0,10.5,54.0,1.1
2607,28.0,1.7,0.44,0.06,0.3,4.4,4.7,22.0,13.1,69.0,1.9
2608,26.0,1.8,0.52,0.09,0.4,9.0,9.4,32.0,17.0,76.0,1.8
2609,24.0,1.8,0.52,0.1,0.2,11.0,11.0,42.0,22.2,78.0,2.3
2610,23.0,1.8,0.51,0.11,0.1,16.0,16.0,44.0,28.7,77.0,3.0
2611,23.0,1.8,0.47,0.1,0.2,13.0,13.0,41.0,24.8,77.0,3.3
2612,22.0,1.8,0.58,0.12,0.5,19.0,20.0,34.0,17.0,77.0,6.2
2613,22.0,1.8,0.54,0.13,0.4,19.0,19.0,36.0,13.1,79.0,5.0
2614,21.0,1.8,0.51,0.13,0.0,17.0,17.0,39.0,10.5,79.0,6.1
2615,21.0,1.8,0.5,0.11,0.2,19.0,19.0,43.0,65.1,77.0,7.0
2616,20.0,1.8,0.44,0.09,0.2,11.0,11.0,35.0,25.06,76.0,3.7
2617,20.0,1.8,0.42,0.13,0.0,14.0,14.0,37.0,23.929,80.0,3.4
2618,20.0,1.9,0.43,0.12,0.0,14.0,14.0,39.0,23.5,81.0,2.8
2619,20.0,1.9,0.45,0.16,0.9,16.0,17.0,41.0,39.1,84.0,2.3
2620,20.0,1.9,0.46,0.15,0.8,13.0,14.0,55.0,48.2,85.0,2.0
2621,20.0,2.0,0.47,0.18,0.9,9.7,11.0,53.0,61.2,86.0,1.9
2622,20.0,1.9,0.48,0.17,1.7,14.0,16.0,61.0,44.3,83.0,2.8
2623,21.0,1.9,0.57,0.18,5.7,19.0,24.0,46.0,32.6,79.0,4.1
2624,22.0,1.9,0.56,0.19,8.1,16.0,25.0,49.0,26.1,74.0,4.3
2625,24.0,1.9,0.53,0.17,5.3,14.0,19.0,50.0,36.5,70.0,4.2
2626,26.0,1.9,0.56,0.17,4.7,14.0,19.0,59.0,43.0,67.0,4.8
2627,27.0,1.9,0.55,0.16,1.8,10.0,12.0,59.0,52.1,65.0,4.1
2628,29.0,1.8,0.5,0.1,1.1,5.8,6.8,59.0,66.4,62.0,4.0
2629,29.0,1.8,0.42,0.06,1.0,4.8,5.8,57.0,62.5,61.0,3.2
2630,29.0,1.84,0.35,0.06,0.9,4.2,5.1,59.11,49.825,62.0,3.0
2631,29.0,1.85,0.38,0.07,1.26,8.43,9.65,51.0,57.3,63.0,3.86
2632,29.0,1.7,0.35,0.07,0.8,6.2,7.0,46.0,36.5,65.0,3.2
2633,27.0,1.7,0.38,0.09,0.8,7.9,8.8,43.0,33.9,72.0,3.6
2634,26.0,1.8,0.4,0.1,0.7,10.0,11.0,56.0,32.6,77.0,4.0
2635,25.0,1.8,0.4,0.13,0.8,9.6,10.0,63.0,32.6,78.0,3.3
2636,25.0,1.8,0.4,0.09,0.7,8.9,9.5,69.0,36.5,79.0,2.6
2637,24.0,1.8,0.34,0.06,0.7,5.7,6.4,61.0,33.9,81.0,2.2
2638,24.0,1.8,0.3,0.04,0.7,4.9,5.6,63.0,31.3,84.0,2.7
2639,23.0,1.8,0.3,0.06,0.8,6.2,7.0,54.0,23.5,85.0,2.9
2640,23.0,1.8,0.3,0.04,0.9,6.5,7.5,53.0,22.2,86.0,3.6
2641,23.0,1.9,0.3,0.04,0.9,7.4,8.2,48.0,18.3,87.0,3.3
2642,23.0,1.9,0.35,0.07,0.8,6.4,7.1,58.0,31.3,88.0,2.2
2643,23.0,1.9,0.37,0.09,0.6,6.4,6.9,69.0,36.5,88.0,1.9
2644,23.0,1.9,0.37,0.11,1.0,6.6,7.6,75.0,54.7,88.0,1.7
2645,23.0,2.0,0.4,0.14,0.7,8.8,9.6,89.0,59.9,88.0,2.3
2646,23.0,2.0,0.47,0.18,2.1,17.0,19.0,89.0,59.9,88.0,3.2
2647,24.0,1.9,0.46,0.18,2.1,10.0,12.0,100.0,72.9,86.0,2.0
2648,25.0,1.9,0.5,0.17,1.8,9.5,11.0,100.0,79.4,83.0,1.4
2649,26.0,1.9,0.51,0.22,2.3,10.0,13.0,104.0,96.3,79.0,1.6
2650,27.0,1.9,0.51,0.22,2.1,11.0,13.0,113.0,104.1,72.0,2.4
2651,29.0,1.9,0.42,0.16,1.54,9.06,10.68,85.0,74.941,67.0,2.33
2652,30.0,1.88,0.46,0.11,1.41,9.07,10.47,77.0,104.1,64.0,3.9
2653,30.0,1.8,0.4,0.08,0.5,4.4,4.9,68.0,93.7,67.0,2.9
2654,30.0,1.8,0.38,0.08,0.8,4.7,5.5,40.0,75.123,65.0,3.5
2655,31.0,1.7,0.31,0.1,0.5,3.1,3.6,63.0,62.5,63.0,2.4
2656,30.0,1.7,0.29,0.1,0.8,2.6,3.3,55.0,46.9,65.0,1.9
2657,29.0,1.7,0.37,0.14,0.8,4.4,5.2,60.0,44.3,68.0,2.2
2658,28.0,1.8,0.52,0.21,0.6,14.0,15.0,60.0,58.6,73.0,3.5
2659,28.0,1.9,0.59,0.21,0.7,17.0,17.0,84.0,72.9,75.0,2.5
2660,27.0,2.1,0.55,0.27,0.6,12.0,13.0,96.0,82.0,78.0,2.6
2661,27.0,2.1,0.53,0.33,0.6,14.0,14.0,103.0,74.2,80.0,3.0
2662,26.0,2.1,0.46,0.26,0.5,12.0,12.0,99.0,83.3,83.0,3.2
2663,26.0,2.2,0.48,0.27,0.5,15.0,16.0,99.0,83.3,85.0,3.3
2664,25.0,2.3,0.49,0.19,0.6,17.0,17.0,111.0,91.1,86.0,2.5
2665,25.0,2.4,0.49,0.18,0.7,18.0,19.0,114.0,93.7,86.0,3.5
2666,25.0,2.5,0.5,0.44,0.8,18.0,19.0,127.0,102.8,86.0,4.2
2667,25.0,2.4,0.5,0.48,0.9,21.0,21.0,133.0,114.5,86.0,4.3
2668,25.0,2.4,0.64,0.7,1.5,26.0,27.0,136.0,118.4,86.0,4.7
2669,26.0,2.0,0.54,0.33,1.3,16.0,17.0,120.0,108.0,84.0,5.0
2670,27.0,1.7,0.44,0.18,4.4,9.9,14.0,85.0,71.6,78.0,4.5
2671,29.0,1.7,0.71,0.52,9.6,13.0,23.0,61.0,46.9,71.0,6.4
2672,30.0,1.7,0.55,0.52,7.8,13.0,21.0,40.0,30.0,65.0,5.2
2673,32.0,1.6,0.44,0.54,4.3,10.0,15.0,44.0,28.7,62.0,4.6
2674,32.0,1.6,0.26,0.05,5.0,6.2,11.0,44.0,19.6,61.0,6.6
2675,33.0,1.6,0.24,0.12,3.9,3.5,7.4,44.0,22.2,59.0,4.1
2676,33.0,1.6,0.25,0.08,2.3,3.5,5.8,38.0,17.0,59.0,2.9
2677,33.0,1.6,0.19,0.05,1.1,1.6,2.7,34.0,17.0,60.0,1.7
2678,32.0,1.6,0.18,0.05,1.3,2.4,3.7,30.0,14.4,62.0,2.0
2679,32.0,1.6,0.2,0.06,1.9,3.5,5.4,29.0,17.0,66.0,2.1
2680,31.0,1.6,0.19,0.05,1.6,2.7,4.3,32.0,18.3,72.0,1.7
2681,30.0,1.6,0.24,0.04,1.1,3.2,4.3,40.0,18.3,77.0,1.8
2682,29.0,1.6,0.27,0.06,1.0,4.0,5.0,37.0,22.2,80.0,1.8
2683,28.0,1.6,0.27,0.09,0.6,6.1,6.6,39.0,22.2,84.0,2.0
2684,28.0,1.6,0.23,0.02,0.5,3.7,4.2,38.0,24.8,85.0,1.6
2685,28.0,1.6,0.24,0.05,0.7,4.1,4.7,38.0,18.3,84.0,1.8
2686,28.0,1.6,0.35,0.1,0.5,5.9,6.4,34.0,24.8,83.0,1.8
2687,28.0,1.7,0.47,0.18,0.2,9.3,9.5,28.0,15.7,82.0,1.5
2688,27.0,1.6,0.25,0.09,0.5,6.5,7.0,28.0,22.2,83.0,4.3
2689,27.0,1.6,0.17,0.03,0.6,2.4,2.9,25.0,23.5,86.0,1.5
2690,27.0,1.7,0.17,-0.01,0.7,2.3,2.9,28.0,24.8,86.0,1.7
2691,26.0,1.8,0.2,0.04,0.0,4.0,4.0,32.0,17.0,87.0,1.7
2692,26.0,1.8,0.18,0.14,0.2,4.6,4.8,36.0,14.4,88.0,2.1
2693,26.0,2.0,0.25,0.33,0.8,9.5,10.0,41.0,24.8,89.0,2.2
2694,26.0,2.0,0.33,0.21,7.6,14.0,22.0,30.0,33.9,89.0,3.2
2695,27.0,1.7,0.23,0.03,1.3,3.1,4.4,38.0,31.3,82.0,2.4
2696,28.0,1.7,0.26,0.03,1.6,4.4,6.0,33.0,23.5,75.0,2.1
2697,30.0,1.7,0.25,0.12,3.2,6.2,9.4,42.0,18.3,64.0,2.5
2698,32.0,1.7,0.26,0.08,0.6,3.7,4.3,41.0,19.6,51.0,1.7
2699,32.0,1.7,0.2,0.04,0.4,2.5,2.9,42.0,24.8,56.0,1.7
2700,32.0,1.72,0.18,0.03,1.8,4.44,6.26,40.0,19.6,57.0,2.3
2701,30.2,1.72,0.17,0.03,1.76,4.02,5.78,37.22,30.0,63.4,2.33
2702,29.6,1.72,0.18,0.04,1.86,4.26,6.12,35.5,25.84,66.4,2.21
2703,29.1,1.7,0.18,0.03,1.93,4.46,6.38,33.7,24.8,66.7,1.98
2704,28.4,1.7,0.2,0.04,1.92,4.93,6.86,35.3,24.54,69.8,1.92
2705,27.8,1.72,0.25,0.06,1.73,6.14,7.86,35.7,18.586,73.1,1.87
2706,27.3,1.78,0.29,0.08,1.5,8.13,9.66,37.0,20.51,74.9,1.89
2707,27.1,1.84,0.35,0.13,1.7,11.17,12.95,41.6,27.01,77.0,2.05
2708,26.8,2.02,0.34,0.14,1.58,11.96,13.75,43.6,33.25,79.3,1.93
2709,26.4,2.02,0.35,0.12,1.73,12.3,13.84,44.1,36.24,79.9,2.06
2710,26.3,2.04,0.34,0.13,1.8,12.77,14.63,43.9,31.04,81.7,2.09
2711,25.9,2.02,0.27,0.09,1.41,10.42,11.69,44.4,31.95,82.7,1.89
2712,25.4,2.18,0.29,0.12,1.65,11.76,13.51,41.6,27.79,83.2,1.93
2713,25.3,2.34,0.3,0.13,2.62,14.01,16.74,42.6,26.88,83.5,2.77
2714,24.8,2.38,0.29,0.18,3.21,13.32,16.58,40.7,28.18,84.5,2.93
2715,24.5,2.38,0.28,0.14,3.78,11.27,15.08,39.5,27.79,84.5,2.61
2716,24.4,2.5,0.29,0.14,3.39,11.56,14.91,38.5,29.74,84.7,2.84
2717,24.4,2.32,0.31,0.16,4.62,11.68,16.34,39.7,28.7,85.1,3.55
2718,24.3,2.26,0.33,0.15,6.02,10.71,16.69,40.8,31.3,84.4,3.55
2719,26.2,2.06,0.38,0.15,6.33,10.0,16.2,44.2,31.3,78.8,4.22
2720,27.9,1.88,0.37,0.1,5.23,10.76,15.81,46.9,34.55,72.3,5.72
2721,29.5,1.76,0.35,0.09,2.84,8.5,11.3,47.1,32.73,65.0,4.91
2722,30.5,1.74,0.34,0.08,1.89,7.53,9.54,48.3,34.94,61.9,4.16
2723,31.0,1.74,0.31,0.06,1.47,6.87,8.47,48.0,35.07,61.3,3.59
2724,31.0,1.72,0.26,0.05,1.41,5.96,7.5,43.2,33.328,61.5,3.17
2725,31.2,1.72,0.2,0.04,1.39,4.77,6.18,40.9,30.52,60.8,2.94
2726,26.0,1.7,0.19,0.03,1.56,4.24,5.77,39.1,28.57,60.0,2.47
2727,30.2,1.7,0.21,0.04,1.55,4.71,6.28,14.0,23.5,64.4,2.35
2728,31.0,1.7,0.2,0.01,0.7,0.6,1.3,25.0,26.1,64.0,1.5
2729,30.0,1.7,0.24,0.03,0.6,1.2,1.8,23.0,26.1,68.0,1.6
2730,29.0,1.7,0.36,0.07,0.2,4.7,4.8,29.0,31.3,69.0,1.8
2731,29.0,1.7,0.44,0.12,0.3,7.8,8.1,22.0,28.7,70.0,1.8
2732,29.0,1.7,0.54,0.32,2.0,11.0,13.0,26.0,22.2,72.0,2.6
2733,29.0,1.8,0.6,2.04,1.5,16.0,17.0,36.0,27.4,72.0,8.3
2734,29.0,1.8,0.63,1.06,2.8,16.0,19.0,40.0,26.1,71.0,7.2
2735,28.0,1.9,0.48,0.15,2.0,12.0,14.0,35.0,28.7,73.0,2.5
2736,27.0,2.3,0.66,0.43,15.0,16.0,31.0,30.0,19.6,81.0,2.3
2737,27.0,2.0,0.47,0.44,5.2,16.0,21.0,36.0,22.2,81.0,5.2
2738,27.0,1.9,0.32,0.51,1.7,15.0,17.0,44.0,19.6,81.0,5.5
2739,27.0,1.8,0.32,0.28,1.9,16.0,17.0,40.0,17.0,81.0,4.5
2740,27.0,1.9,0.28,0.22,1.6,14.0,15.0,43.0,14.4,83.0,2.8
2741,25.0,1.8,0.2,0.06,1.3,5.3,6.6,33.0,19.6,88.0,0.8
2742,24.0,1.8,0.21,0.03,1.6,7.6,9.2,29.0,14.4,90.0,1.3
2743,24.0,1.8,0.3,0.13,2.4,11.0,14.0,14.0,19.6,89.0,1.5
2744,25.0,1.8,0.37,0.16,4.7,10.0,15.0,25.0,13.1,87.0,1.3
2745,26.0,1.8,0.43,0.18,7.5,9.9,17.0,26.0,26.1,81.0,2.1
2746,28.0,1.7,0.31,0.12,4.1,5.3,9.4,39.0,23.5,67.0,1.4
2747,30.0,1.6,0.23,0.06,2.4,2.5,4.9,30.0,30.0,54.0,0.9
2748,30.0,1.7,0.23,0.04,1.9,3.9,5.9,24.0,15.7,56.0,0.9
2749,30.0,1.7,0.28,0.06,1.6,5.1,6.7,20.0,19.6,61.0,1.5
2750,29.0,1.7,0.32,0.07,1.2,5.5,6.7,28.0,23.5,70.0,3.0
2751,29.0,1.7,0.36,0.09,1.9,11.0,13.0,39.0,36.5,71.0,4.5
2752,29.0,1.6,0.23,0.04,2.2,4.0,6.2,46.0,26.1,74.0,2.1
2753,28.0,1.6,0.26,0.05,1.6,3.5,5.1,34.0,14.4,73.0,1.1
2754,27.0,1.6,0.27,0.06,1.6,3.9,5.4,23.0,5.3,75.0,1.3
2755,26.0,1.6,0.43,0.12,2.1,13.0,15.0,27.0,11.8,75.0,3.4
